sep=,
Table Name,Column Name,Data Type Column,Sample Row 1 Value,Sample Row 2 Value,Sample Row 3 Value
d_Page Access Overview,Access,String,Yes,,
d_Page Access Overview,Client Source System,String,Exact Online,,
d_Page Access Overview,Source System Access,String,Yes,,
c_AccessPageFilter,Name,String,Filter,,
sfp_TC1_Reported Amount,sfp_Reported Amount,String,ACTUAL 2025 Reported,,
sfp_TC1_Reported Amount,P&L Component,String,Reported,,
sfp_TC1_Reported Amount,Scenario,String,ACTUAL,,
sfp_TC1_Reported Amount,Year,Integer,2025,,
sfp_TC1 Comparable,sfp_Comparable Amount,String,ACTUAL 2025,,
sfp_TC1 Comparable,P&L Component,String,Comparable,,
sfp_TC1 Comparable,Scenario,String,ACTUAL CY,,
sfp_TC1 Comparable,Year,Integer,2025,,
sfp_Variance+FX 2,sfp_Variance+FX,String,Δ GC,,
sfp_Variance+FX 2,Currency Type,String,Reported,,
sfp_Variance+FX 2,Value5,String,Blank Space,,
sfp_Variance+FX 2,Component,String,Variance,,
sfp_TC2_Variance+FX,sfp_Variance+FX,String,Δ GC,,
sfp_TC2_Variance+FX,Currency Type,String,Reported,,
sfp_TC2_Variance+FX,Value5,String,Blank Space,,
sfp_TC2_Variance+FX,Component,String,Variance,,
sfp_TC2_Reported Amount,sfp_Reported Amount,String,ACTUAL 2025 Reported,,
sfp_TC2_Reported Amount,P&L Component,String,Reported,,
sfp_TC2_Reported Amount,Scenario,String,ACTUAL,,
sfp_TC2_Reported Amount,Year,Integer,2025,,
sfp_TC2 Comparable,sfp_Comparable Amount,String,ACTUAL 2025,,
sfp_TC2 Comparable,P&L Component,String,Comparable,,
sfp_TC2 Comparable,Scenario,String,ACTUAL CY,,
sfp_TC2 Comparable,Year,Integer,2025,,
sfp_TC3 Comparable,sfp_Comparable Amount,String,ACTUAL 2025,,
sfp_TC3 Comparable,P&L Component,String,Comparable,,
sfp_TC3 Comparable,Scenario,String,ACTUAL CY,,
sfp_TC3 Comparable,Year,Integer,2025,,
sfp_TC3_Reported Amount,sfp_Reported Amount,String,ACTUAL 2025 Reported,,
sfp_TC3_Reported Amount,P&L Component,String,Reported,,
sfp_TC3_Reported Amount,Scenario,String,ACTUAL,,
sfp_TC3_Reported Amount,Year,Integer,2025,,
sfp_TC3_Variance+FX,sfp_Variance+FX,String,Δ GC,,
sfp_TC3_Variance+FX,Currency Type,String,Reported,,
sfp_TC3_Variance+FX,Value5,String,Blank Space,,
sfp_TC3_Variance+FX,Component,String,Variance,,
c_Time Intelligence BS,Name,String,Current Month,,
s_Scenario BS_Comparable,Comparable,String,Prior Month,,
sfp_BS_Reported,Parameter,String,Amount DEC 25,,
sfp_BS_Reported,Value4,Integer,24312,,
sfp_BS_Comparable,Parameter,String,Amount NOV 25,,
sfp_BS_Comparable,Value4,Integer,24312,,
sfp_BS_Comparable,Value5,String,Prior Month,,
d_Vendor,VendorID,String,V001,,
d_Vendor,VendorName,String,Vendor 1,,
d_Vendor,ContactName,String,Contact 1,,
d_Vendor,Email,String,contact1@vendor1.com,,
d_Vendor,Phone,String,555-1001,,
d_Vendor,Address,String,"100 Vendor Rd, Atlanta, GA",,
d_Vendor,VendorGroup,String,Raw Materials,,
f_Aging_Vendor,VendorID,String,V078,,
f_Aging_Vendor,VendorName,String,Vendor 78,,
f_Aging_Vendor,BillNo,String,BILL0886,,
f_Aging_Vendor,BillDate,DateTime,31/03/2025 00:00:00,,
f_Aging_Vendor,DueDate,DateTime,26/05/2025 00:00:00,,
f_Aging_Vendor,BillAmount,Double,18184.81,,
f_Aging_Vendor,AmountPaid,Double,0.0,,
f_Aging_Vendor,Current,Double,0.0,,
f_Aging_Vendor,1-30 Days,Double,18184.81,,
f_Aging_Vendor,31-60 Days,Integer,0,,
f_Aging_Vendor,61-90 Days,Integer,0,,
f_Aging_Vendor,>90 Days,Integer,0,,
f_Aging_Vendor,TotalOutstanding,Double,18184.81,,
f_Aging_Vendor,Invoice Currency,String,USD,,
s_Formulas Cash Flow,Formula Header,String,"VAT, taxes to be recovered",,
s_Formulas Cash Flow,Formula Element,String,"VAT, taxes to be recovered",,
s_Formulas Cash Flow,Level.1,String,"VAT, taxes to be recovered",,
s_Formulas Cash Flow,Level.2,String,"VAT, taxes to be recovered",,
s_Formulas Cash Flow,Level.3,String,"VAT, taxes to be recovered",,
s_Formulas Cash Flow,Level.4,String,"VAT, taxes to be recovered",,
s_Formulas Cash Flow,Level.5,String,"VAT, taxes to be recovered",,
s_Formulas Cash Flow,Level.6,String,Taxes payable,,
s_Formulas Cash Flow,Level.7,String,Taxes payable,,
s_Formulas Cash Flow,Level.8,String,,,
s_Formulas Cash Flow,Level.9,String,,,
s_Formulas Cash Flow,Operator,String,+,,
r_RLS_Country,User,String,Jacob.test@finvision.be,,
r_RLS_Country,Country ID,String,BC|1014,,
r_RLS_User RLS Role,User,String,sam.verfaillie@finvision.be,,
r_RLS_User RLS Role,Role,String,All entities,,
r_RLS_User RLS Role,Restricted,Boolean,True,,
r_RLS_User App Role,User,String,elisa.vollrath@finvision.be,,
r_RLS_User App Role,Role,String,editor,,
r_RLS_User App Role,Restricted,Boolean,True,,
r_RLS_Profit Center,User,String,Jacob.test@finvision.be,,
r_RLS_Profit Center,PC Group,String,P2_BELUX,,
r_RLS_Cost Center,User,String,Jacob.test@finvision.be,,
r_RLS_Cost Center,CC DOMAIN,String,WOCC,,
d_Waterfall,Dim_Scenario Key,String,ACT2024,,
d_Waterfall,Dim_Comparable Key,String,ACTUAL 4YA,,
d_Waterfall,CalculationVersion,String,Comparable,,
d_Waterfall,BaseYear,Integer,2024,,
d_Waterfall,Sort,Integer,4,,
d_Waterfall,Version Display Value,String,Actual 2020,,
s_Formulas Combined,Formula Header,String,Issued capital,,
s_Formulas Combined,Formula Element,String,Issued capital,,
s_Formulas Combined,Level.1,String,Issued capital,,
s_Formulas Combined,Level.2,String,n/a,,
s_Formulas Combined,Level.3,String,Revaluation surpluses,,
s_Formulas Combined,Level.4,String,Issued capital,,
s_Formulas Combined,Level.5,String,Pensions and similar obligations,,
s_Formulas Combined,Level.6,String,Exceptional items,,
s_Formulas Combined,Level.7,String,Statutory sales margin,,
s_Formulas Combined,Level.8,String,Statutory std margin,,
s_Formulas Combined,Level.9,String,Net Turnover,,
s_Formulas Combined,Level.10,String,Turnover,,
s_Formulas Combined,RowNumberLevel.1,Integer,9,,
s_Formulas Combined,RowNumberLevel.2,Integer,374,,
s_Formulas Combined,RowNumberLevel.3,Integer,374,,
s_Formulas Combined,RowNumberLevel.4,Integer,373,,
s_Formulas Combined,RowNumberLevel.5,Integer,93,,
s_Formulas Combined,RowNumberLevel.6,Integer,93,,
s_Formulas Combined,RowNumberLevel.7,Integer,284,,
s_Formulas Combined,RowNumberLevel.8,Integer,265,,
s_Formulas Combined,RowNumberLevel.9,Integer,263,,
s_Formulas Combined,RowNumberLevel.10,Integer,260,,
s_Formulas Combined,Multiplicator,Double,1.0,,
s_Formulas Combined,Operator,String,+,,
TestTopBottom,TestTopBottom,String,PC code,,
TopBottom_Ranking Category,Category,String,Top,,
TopBottom_Ranking Category,Sort,Integer,1,,
TopBottom Parameter,TopBottom Parameter,Integer,1,,
s_TopOtherBottom Group,Group,String,Top X,,
DimensionSelector,Dimension,String,CostCenter,,
TestDimensionsTopBottomx,TestDimensionsTopBottomx,String,Cost Center Full,,
TestDimensionsTopBottomx,Value4,String,CostCenter,,
sfp_Filter_Dimensions (base),sfp_Filter_Dimensions (base),String,Company Code|Name,,
dfp_Filter_Dimensions (Customer based),Parameter,String,Project Code,,
dfp_Filter_Dimensions (Customer based),SlicerKey,Integer,1,,
dfp_Filter_Dimensions (Customer based),DisplayTable,String,Project,,
dfp_Filter_Dimensions (Customer based),Group | Dimension,String,Project | Project Code,,
dfp_Filter_Dimensions (base),sfp_Filter_Dimensions (base),String,Company Code|Name,,
dfp_Filter_Dimensions 2 (base),sfp_Filter_Dimensions (base),String,Company Code|Name,,
dfp_Filter_Dimensions 2 (base),Display Name,String,Company Code|Name,,
dfp_Period,dfp_Period,String,Month Year (MMMYY),,
dfp_Period,Period,String,Month & Year,,
sfp_Filter_Dimensions (base) 2,Parameter,String,Company Code|Name,,
