sep=,
Table Name,Column Name,Data Type Column,Description,IsHidden,Sample Row 1 Value,Sample Row 2 Value,Sample Row 3 Value
s_Formulas Cash Flow,Level.4,String,,False,,,
s_Formulas Cash Flow,Level.5,String,,False,,,
s_Formulas Cash Flow,Level.6,String,,False,,,
s_Formulas Cash Flow,Level.7,String,,False,,,
s_Formulas Cash Flow,Level.8,String,,False,,,
s_Formulas Cash Flow,Level.9,String,,False,,,
s_Formulas Cash Flow,Operator,String,,False,,,
r_RLS_Country,User,String,,False,,,
r_RLS_Country,Country ID,String,,False,,,
r_RLS_User RLS Role,User,String,,False,,,
r_RLS_User RLS Role,Role,String,,False,,,
r_RLS_User RLS Role,Restricted,Boolean,,False,,,
r_RLS_User App Role,User,String,,False,,,
r_RLS_User App Role,Role,String,,False,,,
r_RLS_User App Role,Restricted,Boolean,,False,,,
r_RLS_Profit Center,User,String,,False,,,
r_RLS_Profit Center,PC Group,String,,False,,,
r_RLS_Cost Center,User,String,,False,,,
r_RLS_Cost Center,CC DOMAIN,String,,False,,,
d_Waterfall,Dim_Scenario Key,String,,False,,,
d_Waterfall,Dim_Comparable Key,String,,False,,,
d_Waterfall,CalculationVersion,String,,False,,,
d_Waterfall,BaseYear,Integer,,False,,,
d_Waterfall,Sort,Integer,,False,,,
d_Waterfall,Version Display Value,String,,False,,,
s_Formulas Combined,Formula Header,String,,False,,,
s_Formulas Combined,Formula Element,String,,False,,,
s_Formulas Combined,Level.1,String,,False,,,
s_Formulas Combined,Level.2,String,,False,,,
s_Formulas Combined,Level.3,String,,False,,,
s_Formulas Combined,Level.4,String,,False,,,
s_Formulas Combined,Level.5,String,,False,,,
s_Formulas Combined,Level.6,String,,False,,,
s_Formulas Combined,Level.7,String,,False,,,
s_Formulas Combined,Level.8,String,,False,,,
s_Formulas Combined,Level.9,String,,False,,,
s_Formulas Combined,Level.10,String,,False,,,
s_Formulas Combined,RowNumberLevel.1,Integer,,False,,,
s_Formulas Combined,RowNumberLevel.2,Integer,,False,,,
s_Formulas Combined,RowNumberLevel.3,Integer,,False,,,
s_Formulas Combined,RowNumberLevel.4,Integer,,False,,,
s_Formulas Combined,RowNumberLevel.5,Integer,,False,,,
s_Formulas Combined,RowNumberLevel.6,Integer,,False,,,
s_Formulas Combined,RowNumberLevel.7,Integer,,False,,,
s_Formulas Combined,RowNumberLevel.8,Integer,,False,,,
s_Formulas Combined,RowNumberLevel.9,Integer,,False,,,
s_Formulas Combined,RowNumberLevel.10,Integer,,False,,,
s_Formulas Combined,Multiplicator,Double,,False,,,
s_Formulas Combined,Operator,String,,False,,,
TestTopBottom,TestTopBottom,String,,False,,,
TopBottom_Ranking Category,Category,String,,False,,,
TopBottom_Ranking Category,Sort,Integer,,False,,,
TopBottom Parameter,TopBottom Parameter,Integer,,False,,,
s_TopOtherBottom Group,Group,String,,False,,,
DimensionSelector,Dimension,String,,False,,,
TestDimensionsTopBottomx,TestDimensionsTopBottomx,String,,False,,,
TestDimensionsTopBottomx,Value4,String,,False,,,
sfp_Filter_Dimensions (base),sfp_Filter_Dimensions (base),String,,False,,,
dfp_Filter_Dimensions (Customer based),Parameter,String,,False,,,
dfp_Filter_Dimensions (Customer based),SlicerKey,Integer,,False,,,
dfp_Filter_Dimensions (Customer based),DisplayTable,String,,False,,,
dfp_Filter_Dimensions (Customer based),Group | Dimension,String,,False,,,
dfp_Filter_Dimensions (base),sfp_Filter_Dimensions (base),String,,False,,,
dfp_Filter_Dimensions 2 (base),sfp_Filter_Dimensions (base),String,,False,,,
dfp_Filter_Dimensions 2 (base),Display Name,String,,False,,,
dfp_Period,dfp_Period,String,,False,,,
dfp_Period,Period,String,,False,,,
sfp_Filter_Dimensions (base) 2,Parameter,String,,False,,,
