sep=,
Table Name,Column Name,Data Type Column,Sample Row 1 Value,Sample Row 2 Value,Sample Row 3 Value
Other_InfoMeasures,LineageTag,String,76f8e9b1-de24-4dde-a2eb-7d400b1398e3,8f65981c-03d2-4ea5-be1a-e1633aaec471,e75d7a32-453f-4797-9acd-1c9c768bf07f
Other_InfoRelations,ID,Integer,429,431,343
Other_InfoRelations,Name,String,380b48aa-6f84-052e-5f07-fdcfa45bafa8,7ad33f9f-ed81-72d3-ca0b-3597e731532d,a27f64ca-eaa3-49d2-aea3-0f67ba4d614f
Other_InfoRelations,Relationship,String,'d_Country'[Country ID] *[<-]* 'r_RLS_Country'[Country ID],'d_CostCenter'[CC DOMAIN] *[<-]* 'r_RLS_Cost Center'[CC DOMAIN],'SelectedLevels'[Level] *[<-]1 's_LevelSelection'[Level]
Other_InfoRelations,Model,String,d0097517-9c47-487c-854e-0e9fee5b2f50,d0097517-9c47-487c-854e-0e9fee5b2f50,d0097517-9c47-487c-854e-0e9fee5b2f50
Other_InfoRelations,IsActive,Boolean,True,True,True
Other_InfoRelations,CrossFilteringBehavior,String,OneDirection,OneDirection,OneDirection
Other_InfoRelations,RelyOnReferentialIntegrity,Boolean,False,False,False
Other_InfoRelations,FromTable,String,d_Country,d_CostCenter,SelectedLevels
Other_InfoRelations,FromColumn,String,Country ID,CC DOMAIN,Level
Other_InfoRelations,FromCardinality,String,Many,Many,Many
Other_InfoRelations,ToTable,String,r_RLS_Country,r_RLS_Cost Center,s_LevelSelection
Other_InfoRelations,ToColumn,String,Country ID,CC DOMAIN,Level
Other_InfoRelations,ToCardinality,String,Many,Many,One
Other_InfoRelations,State,String,,,
Other_InfoRelations,SecurityFilteringBehavior,String,Single,Single,Single
Other_InfoTables,ID,Integer,16,13,10
Other_InfoTables,Name,String,d_Date,s_ReportLines,d_Company
Other_InfoTables,Model,String,d0097517-9c47-487c-854e-0e9fee5b2f50,d0097517-9c47-487c-854e-0e9fee5b2f50,d0097517-9c47-487c-854e-0e9fee5b2f50
Other_InfoTables,DataCategory,String,Time,Regular,Regular
Other_InfoTables,Description,String,,,
Other_InfoTables,IsHidden,Boolean,False,False,False
Other_InfoTables,StorageMode,String,Import,Import,Import
Other_InfoTables,TableStorage,String,,,
Other_InfoTables,Expression,String,"{
    (""Company Name"", NAMEOF('d_Company'[Company Name]), 1, ""BOTH"", ""-""),
    (""Managerial P&L line"", NAMEOF('d_BS_PL_CF'[Line]), 2, ""BOTH"", ""-""),
    (""Statutory P&L line"", NAMEOF('d_BS_PL_CF'[Line]), 3, ""BOTH"", ""-""),
    (""Report line"", NAMEOF(s_ReportLines[Line Name (Indent)]), 4, ""BOTH"", ""-""),
    (""GL Account"", NAMEOF('d_GL Account'[GL Account Full]), 6, ""BOTH"", ""-""),
    (""Cost Center"", NAMEOF(d_CostCenter[Cost Center Full]), 8, ""BOTH"", ""-""),
    (""Country"", NAMEOF(d_Country[Country Full]), 9, ""BOTH"", ""-""),
    (""Profit Center"", NAMEOF('d_Profit Center'[PC code]), 10, ""BOTH"", ""-""),
    (""Profit Center Group"", NAMEOF('d_Profit Center'[PC Group]), 11, ""BOTH"", ""-""),
    (""Customer / Vendor"", NAMEOF(d_Relation[Relation Full]), 12, ""BOTH"", ""-""),
    (""P&L Domain"", NAMEOF('d_Profit Center'[P&L Domain]), 13, ""BOTH"", ""-""),
    (""Month"", NAMEOF(d_Period[Month (MMM)]), 14, ""BOTH"", ""-""),
    (""Quarter"", NAMEOF(d_Period[Quarter (QQ)]), 15, ""BOTH"", ""-""),
    (""Semester"", NAMEOF(d_Period[Semester (SS)]), 16, ""BOTH"", ""-""),
    (""Month Year"", NAMEOF(d_Period[Month Year (MMMYY)]), 17, ""BOTH"", ""-""),
    (""Quarter Year"", NAMEOF(d_Period[Quarter Year (QQ YY)]), 18, ""BOTH"", ""-""),
    (""Semester Year"", NAMEOF(d_Period[Semester Year (SS YY)]), 19, ""BOTH"", ""-""),
    (""Year"", NAMEOF(d_Period[Year Nr]), 20, ""BOTH"", ""-"")
}","{
    (""Company Name"", NAMEOF('d_Company'[Company Name]), 1, ""BOTH"", ""-""),
    (""Managerial P&L line"", NAMEOF('d_BS_PL_CF'[Line]), 2, ""BOTH"", ""-""),
    (""Statutory P&L line"", NAMEOF('d_BS_PL_CF'[Line]), 3, ""BOTH"", ""-""),
    (""Report line"", NAMEOF(s_ReportLines[Line Name (Indent)]), 4, ""BOTH"", ""-""),
    (""GL Account"", NAMEOF('d_GL Account'[GL Account Full]), 6, ""BOTH"", ""-""),
    (""Cost Center"", NAMEOF(d_CostCenter[Cost Center Full]), 8, ""BOTH"", ""-""),
    (""Country"", NAMEOF(d_Country[Country Full]), 9, ""BOTH"", ""-""),
    (""Profit Center"", NAMEOF('d_Profit Center'[PC code]), 10, ""BOTH"", ""-""),
    (""Profit Center Group"", NAMEOF('d_Profit Center'[PC Group]), 11, ""BOTH"", ""-""),
    (""Customer / Vendor"", NAMEOF(d_Relation[Relation Full]), 12, ""BOTH"", ""-""),
    (""P&L Domain"", NAMEOF('d_Profit Center'[P&L Domain]), 13, ""BOTH"", ""-""),
    (""Month"", NAMEOF(d_Period[Month (MMM)]), 14, ""BOTH"", ""-""),
    (""Quarter"", NAMEOF(d_Period[Quarter (QQ)]), 15, ""BOTH"", ""-""),
    (""Semester"", NAMEOF(d_Period[Semester (SS)]), 16, ""BOTH"", ""-""),
    (""Month Year"", NAMEOF(d_Period[Month Year (MMMYY)]), 17, ""BOTH"", ""-""),
    (""Quarter Year"", NAMEOF(d_Period[Quarter Year (QQ YY)]), 18, ""BOTH"", ""-""),
    (""Semester Year"", NAMEOF(d_Period[Semester Year (SS YY)]), 19, ""BOTH"", ""-""),
    (""Year"", NAMEOF(d_Period[Year Nr]), 20, ""BOTH"", ""-"")
}","{
    (""Company Name"", NAMEOF('d_Company'[Company Name]), 1, ""BOTH"", ""-""),
    (""Managerial P&L line"", NAMEOF('d_BS_PL_CF'[Line]), 2, ""BOTH"", ""-""),
    (""Statutory P&L line"", NAMEOF('d_BS_PL_CF'[Line]), 3, ""BOTH"", ""-""),
    (""Report line"", NAMEOF(s_ReportLines[Line Name (Indent)]), 4, ""BOTH"", ""-""),
    (""GL Account"", NAMEOF('d_GL Account'[GL Account Full]), 6, ""BOTH"", ""-""),
    (""Cost Center"", NAMEOF(d_CostCenter[Cost Center Full]), 8, ""BOTH"", ""-""),
    (""Country"", NAMEOF(d_Country[Country Full]), 9, ""BOTH"", ""-""),
    (""Profit Center"", NAMEOF('d_Profit Center'[PC code]), 10, ""BOTH"", ""-""),
    (""Profit Center Group"", NAMEOF('d_Profit Center'[PC Group]), 11, ""BOTH"", ""-""),
    (""Customer / Vendor"", NAMEOF(d_Relation[Relation Full]), 12, ""BOTH"", ""-""),
    (""P&L Domain"", NAMEOF('d_Profit Center'[P&L Domain]), 13, ""BOTH"", ""-""),
    (""Month"", NAMEOF(d_Period[Month (MMM)]), 14, ""BOTH"", ""-""),
    (""Quarter"", NAMEOF(d_Period[Quarter (QQ)]), 15, ""BOTH"", ""-""),
    (""Semester"", NAMEOF(d_Period[Semester (SS)]), 16, ""BOTH"", ""-""),
    (""Month Year"", NAMEOF(d_Period[Month Year (MMMYY)]), 17, ""BOTH"", ""-""),
    (""Quarter Year"", NAMEOF(d_Period[Quarter Year (QQ YY)]), 18, ""BOTH"", ""-""),
    (""Semester Year"", NAMEOF(d_Period[Semester Year (SS YY)]), 19, ""BOTH"", ""-""),
    (""Year"", NAMEOF(d_Period[Year Nr]), 20, ""BOTH"", ""-"")
}"
Other_InfoTables,ShowAsVariationOnly,Boolean,False,False,False
Other_InfoTables,IsPrivate,Boolean,False,False,False
Other_InfoTables,CalculationGroupPrecedence,Integer,5209,11,10
Other_InfoTables,LineageTag,String,deefbbce-0ab1-4e9f-8248-e6f6d74d44dc,843a2a69-2286-444e-94a2-5ba061131e8b,1e2b62d6-2e74-4785-aff6-76475222a682
s_PL_Components_Filter,Component,String,Comparable,Constant Currency,Reported
s_PL_Components_Filter,Order,Integer,2,1,0
sfp_Reported Amount,sfp_Reported Amount,String,ACTUAL 2023 Reported,ACTUAL 2024 Reported,ACTUAL 2025 Reported
sfp_Reported Amount,P&L Component,String,Reported,Reported,Reported
sfp_Reported Amount,Scenario,String,ACTUAL,ACTUAL,ACTUAL
sfp_Reported Amount,Year,Integer,2023,2024,2025
sfp_Constant Currency,sfp_Constant Currency,String,ACTUAL 2023 Constant Currency,ACTUAL 2024 Constant Currency,ACTUAL 2025 Constant Currency
sfp_Constant Currency,P&L Component,String,Constant Currency,Constant Currency,Constant Currency
sfp_Constant Currency,Scenario,String,ACTUAL,ACTUAL,ACTUAL
sfp_Constant Currency,Year,Integer,2023,2024,2025
sfp_Comparable Amount,sfp_Comparable Amount,String,ACTUAL 2023,ACTUAL 2024,ACTUAL 2025
sfp_Comparable Amount,P&L Component,String,Comparable,Comparable,Comparable
sfp_Comparable Amount,Scenario,String,ACTUAL CY,ACTUAL CY,ACTUAL CY
sfp_Comparable Amount,Year,Integer,2023,2024,2025
sfp_Variance+FX,sfp_Variance+FX,String,FX Impact,Δ%,Δ Reported
sfp_Variance+FX,Currency Type,String,Reported,Reported,Reported
sfp_Variance+FX,Value5,String,Variance,Variance,Blank Space
sfp_Variance+FX,Component,String,Variance,Variance,Variance
s_Report Currency_Version,Type,String,Comparable,Reported,Constant Currency
s_Report Currency_Version,Order,Integer,3,2,1
s_Report Currency_Version,Abbreviation,String,Comparable,Reported,CC
d_DimensionMapping,Dimension Table,String,Dimension 1,Dimension 1,Dimension 1
d_DimensionMapping,Dimension Name,String,Project,Project,Project
d_DimensionMapping,Column ID,String,Column 3,Column 2,Column 1
d_DimensionMapping,Report Name,String,Project Manager,Project Name,Project Code
d_DimensionMapping,TableName,String,Dimension 1,Dimension 1,Dimension 1
d_DimensionMapping,TableColumnReference,String,'Dimension 1'[Column 3],'Dimension 1'[Column 2],'Dimension 1'[Column 1]
d_DimensionMapping,UniqueFieldID,String,Dimension 1 Column 3,Dimension 1 Column 2,Dimension 1 Column 1
d_DimensionMapping,SlicerKey,Integer,3,2,1
d_DimensionMapping,Group | Dimension,String,Project | Project Manager,Project | Project Name,Project | Project Code
d_Dimension 1,Column 1,String,PRJ003,PRJ002,PRJ001
d_Dimension 1,Column 2,String,Data Migration,Mobile App Dev,Website Redesign
d_Dimension 1,Column 3,String,Carol White,Bob Johnson,Alice Smith
d_Dimension 1,Column 4,String,2025-02-10,2025-03-01,2025-01-15
d_Dimension 1,Column 5,String,2025-05-20,2025-09-15,2025-06-30
d_Dimension 1,Column 6,String,"$30,000","$75,000","$50,000"
d_Dimension 1,Column 7,String,Completed,Planning,In Progress
d_Dimension 1,Column 8,String,Gamma Solutions,Beta Industries,Acme Corp
d_Dimension 1,SlicerKey,String,1,1,1
d_Dimension 2,Column 1,String,DEP003,DEP002,DEP001
d_Dimension 2,Column 2,String,Sales,Engineering,Marketing
d_Dimension 2,Column 3,String,CC103,CC102,CC101
d_Dimension 2,Column 4,String,15,25,12
d_Dimension 2,Column 5,String,Carol White,Bob Johnson,Alice Smith
d_Dimension 2,Column 6,String,Asia,Europe,North America
d_Dimension 2,Column 7,String,"$150,000","$500,000","$200,000"
d_Dimension 2,Column 8,String,"$3,000,000","$2,500,000","$1,000,000"
d_Dimension 2,SlicerKey,String,2,2,2
d_Dimension 3,Column 1,String,LOC003,LOC002,LOC001
d_Dimension 3,Column 2,String,Asia Branch,Tech Hub,Downtown HQ
d_Dimension 3,Column 3,String,Singapore,London,New York
d_Dimension 3,Column 4,String,Singapore,UK,USA
d_Dimension 3,Column 5,String,"$15,000","$18,000","$25,000"
d_Dimension 3,Column 6,String,"6,500","8,000","10,000"
d_Dimension 3,Column 7,String,75%,90%,85%
d_Dimension 3,Column 8,String,Office,Office,Office
d_Dimension 3,SlicerKey,String,3,3,3
d_Dimension 4,Column 1,String,EMP003,EMP002,EMP001
d_Dimension 4,Column 2,String,Michael Chen,Jane Smith,John Doe
d_Dimension 4,Column 3,String,Sales Representative,Software Engineer,Marketing Manager
d_Dimension 4,Column 4,String,2022-09-01,2024-01-10,2023-06-15
d_Dimension 4,Column 5,String,"$70,000","$95,000","$85,000"
d_Dimension 4,Column 6,String,DEP003,DEP002,DEP001
d_Dimension 4,Column 7,String,Part-Time,Full-Time,Full-Time
d_Dimension 4,Column 8,String,Needs Improvement,Meets,Exceeds
d_Dimension 4,SlicerKey,String,4,4,4
d_Dimension 5,Column 1,String,CUST003,CUST002,CUST001
d_Dimension 5,Column 2,String,Gamma Solutions,Beta Industries,Acme Corp
d_Dimension 5,Column 3,String,Healthcare,Technology,Manufacturing
d_Dimension 5,Column 4,String,Asia,Europe,North America
d_Dimension 5,Column 5,String,"$50,000","$75,000","$100,000"
d_Dimension 5,Column 6,String,Carol White,Bob Johnson,Alice Smith
d_Dimension 5,Column 7,String,"$1,800,000","$3,200,000","$5,000,000"
d_Dimension 5,Column 8,String,Inactive,Active,Active
d_Dimension 5,SlicerKey,String,5,5,5
d_Dimension 6,Column 1,String,PROD003,PROD002,PROD001
d_Dimension 6,Column 2,String,LED Desk Lamp,Office Chair,Wireless Mouse
d_Dimension 6,Column 3,String,Lighting,Furniture,Electronics
d_Dimension 6,Column 4,String,$35.00,$120.00,$25.00
d_Dimension 6,Column 5,String,$20.00,$80.00,$15.00
d_Dimension 6,Column 6,String,BrightLite Ltd.,Comfort Co.,TechTrend Inc.
d_Dimension 6,Column 7,String,75,40,150
d_Dimension 6,Column 8,String,Discontinued,Active,Active
d_Dimension 6,SlicerKey,String,6,6,6
sfp_Filter_Dimensions (Customer Based),Parameter,String,Project Manager,Project Name,Project Code
sfp_Filter_Dimensions (Customer Based),SlicerKey,Integer,3,2,1
sfp_Filter_Dimensions (Customer Based),DisplayTable,String,Project,Project,Project
sfp_Filter_Dimensions (Customer Based),Group | Dimension,String,Project | Project Manager,Project | Project Name,Project | Project Code
s_Currency_Doc vs Company,Type,String,Company Code Currency,Document Currency,
s_Currency_Doc vs Company,Order,Integer,2,1,
s_Currency_Doc vs Company,Abbreviation,String,Comp. Curr,Doc. Curr.,
s_Growth_Scenario,Growth Scenario,String,%YTD,FY,YTG
s_Growth_Scenario,Explanation,String,"Taking our % performance YTD versus Budget or Prior Year, we show our remaining performance for YTG and FY, assuming this is how we track for the rest of the year.","Taking the Full Year amount for Budget or Prior Year, we show how much Actuals are needed year-to-go, to match our FY Budget or Prior Year Target","Taking the remaining year-to-go amounts for Budget or Prior Year and adding this to Actuals YTD, we show where we would land FY."
s_Growth_Scenario,Sort,Integer,3,2,1
sfp_Comparable Amount 2,sfp_Comparable Amount,String,ACTUAL 2023,ACTUAL 2024,ACTUAL 2025
sfp_Comparable Amount 2,P&L Component,String,Comparable,Comparable,Comparable
sfp_Comparable Amount 2,Scenario,String,ACTUAL CY,ACTUAL CY,ACTUAL CY
sfp_Comparable Amount 2,Year,Integer,2023,2024,2025
sfp_Constant Currency 2,sfp_Constant Currency,String,ACTUAL 2023 Constant Currency,ACTUAL 2024 Constant Currency,ACTUAL 2025 Constant Currency
sfp_Constant Currency 2,P&L Component,String,Constant Currency,Constant Currency,Constant Currency
sfp_Constant Currency 2,Scenario,String,ACTUAL,ACTUAL,ACTUAL
sfp_Constant Currency 2,Year,Integer,2023,2024,2025
sfp_TC1_Variance+FX,sfp_Variance+FX,String,FX Impact,Δ% GC,Δ GC
sfp_TC1_Variance+FX,Currency Type,String,Reported,Reported,Reported
sfp_TC1_Variance+FX,Value5,String,Variance,Variance,Blank Space
sfp_TC1_Variance+FX,Component,String,Variance,Variance,Variance
sfp_Comparable YTD,sfp_Comparable Amount,String,ACTUAL 2023,ACTUAL 2024,ACTUAL 2025
sfp_Comparable YTD,P&L Component,String,Comparable,Comparable,Comparable
sfp_Comparable YTD,Scenario,String,ACTUAL CY,ACTUAL CY,ACTUAL CY
sfp_Comparable YTD,Year,Integer,2023,2024,2025
sfp_Comparable FY,sfp_Comparable Amount,String,ACTUAL 2023,ACTUAL 2024,ACTUAL 2025
sfp_Comparable FY,P&L Component,String,Comparable,Comparable,Comparable
sfp_Comparable FY,Scenario,String,ACTUAL CY,ACTUAL CY,ACTUAL CY
sfp_Comparable FY,Year,Integer,2023,2024,2025
sfp_Comparable YTG,sfp_Comparable Amount,String,ACTUAL 2023,ACTUAL 2024,ACTUAL 2025
sfp_Comparable YTG,P&L Component,String,Comparable,Comparable,Comparable
sfp_Comparable YTG,Scenario,String,ACTUAL CY,ACTUAL CY,ACTUAL CY
sfp_Comparable YTG,Year,Integer,2023,2024,2025
d_Customer,CustomerID,String,C003,C002,C001
d_Customer,CustomerName,String,Company3,Company2,Company1
d_Customer,ContactName,String,Contact3,Contact2,Contact1
d_Customer,Email,String,contact3@company3.com,contact2@company2.com,contact1@company1.com
d_Customer,Phone,String,555-0003,555-0002,555-0001
d_Customer,Address,String,"300 Street, Los Angeles, CA","200 Street, Miami, FL","100 Street, Chicago, IL"
d_Customer,CustomerGroup,String,Wholesaler,Online,Wholesaler
d_Customer,CreditLimit,Integer,359785,122026,393786
f_Aging_Customer,CustomerID,String,C047,C060,C068
f_Aging_Customer,CustomerName,String,Company47,Company60,Company68
f_Aging_Customer,InvoiceNo,String,INV1076,INV1074,INV1072
f_Aging_Customer,InvoiceDate,DateTime,10/04/2025 00:00:00,21/03/2025 00:00:00,01/05/2025 00:00:00
f_Aging_Customer,DueDate,DateTime,13/05/2025 00:00:00,20/05/2025 00:00:00,08/06/2025 00:00:00
f_Aging_Customer,InvoiceAmount,Double,32933.0,7212.96,23665.08
f_Aging_Customer,31-60 Days,Double,1387.63,8301.53,8431.68
f_Aging_Customer,61-90 Days,Double,4501.32,9839.58,6035.19
f_Aging_Customer,>90 Days,Double,9024.61,1877.7,2273.31
f_Aging_Customer,TotalOutstanding,Double,32933.0,7212.96,23665.08
f_Aging_Customer,AmountPaid,Double,2999.32,1977.67,444.37
f_Aging_Customer,Invoice Currency,String,GBP,GBP,GBP
f_Aging_Customer,Current,Double,1255.06,3062.3,11741.73
f_Aging_Customer,1-30 Days,Double,32933.0,7212.96,23665.08
f_Aging_Customer,DaysOverdueColumn,Integer,148,141,122
d_Page Access Overview,Page Name,String,Aging,Cash Flow,Profit & Loss
d_Page Access Overview,Client ID,Integer,1,1,1
d_Page Access Overview,Access,String,No,Yes,Yes
d_Page Access Overview,Client Source System,String,Exact Online,Exact Online,Exact Online
d_Page Access Overview,Source System Access,String,Yes,Yes,Yes
c_AccessPageFilter,Name,String,Filter,,
sfp_TC1_Reported Amount,sfp_Reported Amount,String,ACTUAL 2023 Reported,ACTUAL 2024 Reported,ACTUAL 2025 Reported
sfp_TC1_Reported Amount,P&L Component,String,Reported,Reported,Reported
sfp_TC1_Reported Amount,Scenario,String,ACTUAL,ACTUAL,ACTUAL
sfp_TC1_Reported Amount,Year,Integer,2023,2024,2025
sfp_TC1 Comparable,sfp_Comparable Amount,String,ACTUAL 2023,ACTUAL 2024,ACTUAL 2025
sfp_TC1 Comparable,P&L Component,String,Comparable,Comparable,Comparable
sfp_TC1 Comparable,Scenario,String,ACTUAL CY,ACTUAL CY,ACTUAL CY
sfp_TC1 Comparable,Year,Integer,2023,2024,2025
sfp_Variance+FX 2,sfp_Variance+FX,String,FX Impact,Δ% GC,Δ GC
sfp_Variance+FX 2,Currency Type,String,Reported,Reported,Reported
sfp_Variance+FX 2,Value5,String,Variance,Variance,Blank Space
sfp_Variance+FX 2,Component,String,Variance,Variance,Variance
sfp_TC2_Variance+FX,sfp_Variance+FX,String,FX Impact,Δ% GC,Δ GC
sfp_TC2_Variance+FX,Currency Type,String,Reported,Reported,Reported
sfp_TC2_Variance+FX,Value5,String,Variance,Variance,Blank Space
sfp_TC2_Variance+FX,Component,String,Variance,Variance,Variance
sfp_TC2_Reported Amount,sfp_Reported Amount,String,ACTUAL 2023 Reported,ACTUAL 2024 Reported,ACTUAL 2025 Reported
sfp_TC2_Reported Amount,P&L Component,String,Reported,Reported,Reported
sfp_TC2_Reported Amount,Scenario,String,ACTUAL,ACTUAL,ACTUAL
sfp_TC2_Reported Amount,Year,Integer,2023,2024,2025
sfp_TC2 Comparable,sfp_Comparable Amount,String,ACTUAL 2023,ACTUAL 2024,ACTUAL 2025
sfp_TC2 Comparable,P&L Component,String,Comparable,Comparable,Comparable
sfp_TC2 Comparable,Scenario,String,ACTUAL CY,ACTUAL CY,ACTUAL CY
sfp_TC2 Comparable,Year,Integer,2023,2024,2025
sfp_TC3 Comparable,sfp_Comparable Amount,String,ACTUAL 2023,ACTUAL 2024,ACTUAL 2025
sfp_TC3 Comparable,P&L Component,String,Comparable,Comparable,Comparable
sfp_TC3 Comparable,Scenario,String,ACTUAL CY,ACTUAL CY,ACTUAL CY
sfp_TC3 Comparable,Year,Integer,2023,2024,2025
sfp_TC3_Reported Amount,sfp_Reported Amount,String,ACTUAL 2023 Reported,ACTUAL 2024 Reported,ACTUAL 2025 Reported
sfp_TC3_Reported Amount,P&L Component,String,Reported,Reported,Reported
sfp_TC3_Reported Amount,Scenario,String,ACTUAL,ACTUAL,ACTUAL
sfp_TC3_Reported Amount,Year,Integer,2023,2024,2025
sfp_TC3_Variance+FX,sfp_Variance+FX,String,FX Impact,Δ% GC,Δ GC
sfp_TC3_Variance+FX,Currency Type,String,Reported,Reported,Reported
sfp_TC3_Variance+FX,Value5,String,Variance,Variance,Blank Space
sfp_TC3_Variance+FX,Component,String,Variance,Variance,Variance
c_Time Intelligence BS,Name,String,Prior Year,Prior Month,Current Month
s_Scenario BS_Comparable,Comparable,String,End of Prior Year,Prior Year,Prior Month
sfp_BS_Reported,Parameter,String,Amount OCT 25,Amount NOV 25,Amount DEC 25
sfp_BS_Reported,Value4,Integer,24310,24311,24312
sfp_BS_Comparable,Parameter,String,Amount DEC 24,Amount DEC 24,Amount NOV 25
sfp_BS_Comparable,Value4,Integer,24312,24312,24312
sfp_BS_Comparable,Value5,String,End of Prior Year,Prior Year,Prior Month
d_Vendor,VendorID,String,V003,V002,V001
d_Vendor,VendorName,String,Vendor 3,Vendor 2,Vendor 1
d_Vendor,ContactName,String,Contact 3,Contact 2,Contact 1
d_Vendor,Email,String,contact3@vendor3.com,contact2@vendor2.com,contact1@vendor1.com
d_Vendor,Phone,String,555-1003,555-1002,555-1001
d_Vendor,Address,String,"300 Vendor Rd, Chicago, IL","200 Vendor Rd, Houston, TX","100 Vendor Rd, Atlanta, GA"
d_Vendor,VendorGroup,String,Services,Services,Raw Materials
f_Aging_Vendor,VendorID,String,V088,V067,V078
f_Aging_Vendor,VendorName,String,Vendor 88,Vendor 67,Vendor 78
f_Aging_Vendor,BillNo,String,BILL0898,BILL0894,BILL0886
f_Aging_Vendor,BillDate,DateTime,07/04/2025 00:00:00,24/04/2025 00:00:00,31/03/2025 00:00:00
f_Aging_Vendor,DueDate,DateTime,31/05/2025 00:00:00,09/06/2025 00:00:00,26/05/2025 00:00:00
f_Aging_Vendor,BillAmount,Double,22874.68,47055.43,18184.81
f_Aging_Vendor,AmountPaid,Double,0.0,0.0,0.0
f_Aging_Vendor,Current,Double,0.0,0.0,0.0
f_Aging_Vendor,1-30 Days,Double,22874.68,47055.43,18184.81
f_Aging_Vendor,31-60 Days,Integer,0,0,0
f_Aging_Vendor,61-90 Days,Integer,0,0,0
f_Aging_Vendor,>90 Days,Integer,0,0,0
f_Aging_Vendor,TotalOutstanding,Double,22874.68,47055.43,18184.81
f_Aging_Vendor,Invoice Currency,String,USD,USD,USD
s_Formulas Cash Flow,Formula Header,String,Turnover,Untaxed reserves,"VAT, taxes to be recovered"
s_Formulas Cash Flow,Formula Element,String,Turnover,Untaxed reserves,"VAT, taxes to be recovered"
s_Formulas Cash Flow,Level.1,String,Turnover,Untaxed reserves,"VAT, taxes to be recovered"
s_Formulas Cash Flow,Level.2,String,Trade debts (>1year),Untaxed reserves,"VAT, taxes to be recovered"
s_Formulas Cash Flow,Level.3,String,Trade debts (>1year),Untaxed reserves,"VAT, taxes to be recovered"
s_Formulas Cash Flow,Level.4,String,Trade debts (>1year),Untaxed reserves,"VAT, taxes to be recovered"
s_Formulas Cash Flow,Level.5,String,Trade debts (<1year),Trade debts (>1year),"VAT, taxes to be recovered"
s_Formulas Cash Flow,Level.6,String,Remuneration and social security payables,Stocks,Taxes payable
s_Formulas Cash Flow,Level.7,String,Remuneration and social security payables,Stocks,Taxes payable
s_Formulas Cash Flow,Level.8,String,,,
s_Formulas Cash Flow,Level.9,String,,,
s_Formulas Cash Flow,Operator,String,+,+,+
r_RLS_Country,User,String,Jacob.test@finvision.be,Jacob.test@finvision.be,Jacob.test@finvision.be
r_RLS_Country,Country ID,String,BC|790,BC|789,BC|1014
r_RLS_User RLS Role,User,String,margot.natus@finvision.be,elisa.vollrath@finvision.be,sam.verfaillie@finvision.be
r_RLS_User RLS Role,Role,String,Access to all - DEMO,Access to all - DEMO,All entities
r_RLS_User RLS Role,Restricted,Boolean,False,False,True
r_RLS_User App Role,User,String,margot.natus@finvision.be,lode.bruyneel@finvision.be,elisa.vollrath@finvision.be
r_RLS_User App Role,Role,String,admin,admin,editor
r_RLS_User App Role,Restricted,Boolean,False,False,True
r_RLS_Profit Center,User,String,Jacob.test@finvision.be,Jacob.test@finvision.be,Jacob.test@finvision.be
r_RLS_Profit Center,PC Group,String,P2_FR,P2_DE,P2_BELUX
r_RLS_Cost Center,User,String,Jacob.test@finvision.be,Jacob.test@finvision.be,
r_RLS_Cost Center,CC DOMAIN,String,PRODUCTION_PURCH,WOCC,
d_Waterfall,Dim_Scenario Key,String,F662024,BUD2024,ACT2024
d_Waterfall,Dim_Comparable Key,String,ACTUAL 4YA,ACTUAL 4YA,ACTUAL 4YA
d_Waterfall,CalculationVersion,String,Comparable,Comparable,Comparable
d_Waterfall,BaseYear,Integer,2024,2024,2024
d_Waterfall,Sort,Integer,4,4,4
d_Waterfall,Version Display Value,String,Actual 2020,Actual 2020,Actual 2020
s_Formulas Combined,Formula Header,String,Contribution available excluding capital,Uncalled capital,Issued capital
s_Formulas Combined,Formula Element,String,Contribution available excluding capital,Uncalled capital,Issued capital
s_Formulas Combined,Level.1,String,Contribution available excluding capital,Uncalled capital,Issued capital
s_Formulas Combined,Level.2,String,ASSETS,-,n/a
s_Formulas Combined,Level.3,String,Contribution excluding capital,Capital,Revaluation surpluses
s_Formulas Combined,Level.4,String,Contribution available excluding capital,Uncalled capital,Issued capital
s_Formulas Combined,Level.5,String,Major repairs and maintenance,Taxation BS,Pensions and similar obligations
s_Formulas Combined,Level.6,String,Taxes & result,Financial result,Exceptional items
s_Formulas Combined,Level.7,String,Statutory PPV,Total production cost,Statutory sales margin
s_Formulas Combined,Level.8,String,Statutory std margin,Statutory std margin,Statutory std margin
s_Formulas Combined,Level.9,String,Net Turnover,Net Turnover,Net Turnover
s_Formulas Combined,Level.10,String,Transport inv. to customers,Sales discounts & other,Turnover
s_Formulas Combined,RowNumberLevel.1,Integer,11,10,9
s_Formulas Combined,RowNumberLevel.2,Integer,378,377,374
s_Formulas Combined,RowNumberLevel.3,Integer,372,373,374
s_Formulas Combined,RowNumberLevel.4,Integer,369,372,373
s_Formulas Combined,RowNumberLevel.5,Integer,95,94,93
s_Formulas Combined,RowNumberLevel.6,Integer,95,94,93
s_Formulas Combined,RowNumberLevel.7,Integer,284,284,284
s_Formulas Combined,RowNumberLevel.8,Integer,265,265,265
s_Formulas Combined,RowNumberLevel.9,Integer,263,263,263
s_Formulas Combined,RowNumberLevel.10,Integer,262,261,260
s_Formulas Combined,Multiplicator,Double,1.0,1.0,1.0
s_Formulas Combined,Operator,String,+,+,+
TestTopBottom,TestTopBottom,String,Cost Center Code,PC code,
